nums,mark1,mark2,ratio
"[19.14491709459086, 13.024546672617069, 18.926177584628444, 3.689166135396254, 5.45644019114575, 19.495801381677765, 20.262950939943853]",0,4,0.2850072509683207
"[22.052083660286605, 27.71000752278443, 14.220741818857475, 28.10741925577628, 7.909747742295208]",4,1,0.28544733291001284
"[28.134243640345613, 3.575783789338612, 15.366266675177904, 12.757674536751713, 27.64394704854752, 12.522084309838636]",5,1,0.28555819469520016
"[17.174776008655684, 27.543132136649664, 5.291779686412369, 9.839235965825416, 28.676273760055913, 3.277485451862218, 8.197316990538738]",6,4,0.2858571186454859
"[17.731402504960727, 21.139685432422578, 15.65606668443225, 4.547638036221245, 15.900010668922189, 9.612696254811935, 5.608315929839346, 9.804184488389723]",3,4,0.28601477891520904
"[19.501836133349297, 3.179412097343778, 17.68673221099997, 20.84795545028472, 14.102060462247225, 4.938846396632479, 5.965871210396202, 13.777286038746333]",6,3,0.28616097269695223
"[9.381559599103277, 22.026173636984677, 6.306148533619665, 15.968684046912378, 4.405592269553395, 19.36943898087496, 22.54240293295165]",2,1,0.28630249799860197
"[8.900278345191111, 30.503351812631436, 33.91811391984819, 5.949924058111282, 20.728331864217964]",4,3,0.28704307211436864
"[6.082273657018776, 10.687707859044483, 6.561699426440236, 5.097537373448438, 21.302713196395114, 5.657058078277921, 16.81140154302397, 3.068256572879189, 20.108486679923637, 4.622865613548246]",1,7,0.2870827508896282
"[14.015270819714031, 9.457834503791366, 20.945081564549746, 20.131023041982, 8.70774398263826, 6.019150697770744, 20.723895389553846]",2,5,0.2873777635680521
"[12.163473714940936, 18.70542359986825, 25.909603219847057, 14.943251945288191, 3.4957378360629896, 6.709008742213314, 18.07350094177927]",4,0,0.2873963407154832
"[19.31706969620886, 18.782446780527867, 16.314907380022866, 22.86680498048598, 12.6503815652333, 6.575910004993998, 3.49247959252714]",5,3,0.2875744998309004
"[22.687158653323145, 21.363765943805678, 20.89135425798514, 6.144592241392232, 10.344819207736425, 13.295150571017741, 5.273159124739642]",1,3,0.2876174667684855
"[20.078171373010505, 3.832444538931392, 14.129437853895656, 5.780147864842945, 9.60038032420575, 9.07691638101591, 15.056393978162895, 22.44610768593496]",0,3,0.28788218595507853
"[21.73301312666576, 21.30034083770129, 9.95509145060244, 16.001673376711967, 6.260524670692583, 24.749356537625946]",0,4,0.28806519529549746
"[7.231585290256518, 10.364955068875162, 25.10052796868008, 14.448680182299654, 10.941435421263641, 4.073793810515822, 27.839022258109125]",2,0,0.2881049075652887
"[14.946338263365396, 6.138379117948357, 11.654485430292134, 3.763759197326921, 15.83344556137058, 17.725678003932327, 12.298129861876804, 14.28056688475023, 3.359217679137239]",8,2,0.2882338906534663
"[25.45024340935637, 8.202886118224155, 9.136641348551063, 31.61938358958604, 17.963296262735412, 7.627549271546954]",2,3,0.28895697231619183
"[4.294605327694689, 20.14282166767271, 9.878234453765836, 6.811947513833402, 19.447511365510778, 5.825333289916774, 12.616356121064978, 15.838605550992314, 5.14458470954854]",5,1,0.2892014528066777
"[7.066873291075253, 15.609996110462722, 35.996254355058596, 22.037996053302084, 5.582331531457444, 4.51560063380026, 9.19094802484365]",1,5,0.28927621774188933
"[30.055428927490926, 15.247174212520818, 14.135617316676205, 31.460234571394476, 9.101544971917578]",4,3,0.2893031503392936
"[24.39002521629515, 28.633290145237716, 28.400474865210676, 11.502732270110345, 7.073477503146101]",4,0,0.29001517794332826
"[4.614982840657679, 17.162152527940766, 5.595886228812189, 38.652990534387534, 11.212418524352316, 22.76156934384951]",4,3,0.2900789400596887
"[19.71113653571609, 12.449671375625242, 8.851899466303951, 28.53870909612148, 30.448583526233257]",2,4,0.2907162974815402
"[6.907123780352249, 14.93572160290571, 6.509460197068828, 22.383897928338776, 18.24621609145314, 4.430576582282935, 26.587003817598355]",2,3,0.2908099482006496
"[7.222499397026414, 13.233054554175421, 16.668220328085546, 24.827568168142776, 10.347504639338979, 27.701152913230864]",0,3,0.2909064370748113
"[21.40498182404219, 27.715185459840235, 8.066758230082927, 25.72058168165432, 17.092492804380313]",1,2,0.29105914668230504
"[6.176270599573792, 25.234683278911398, 22.180616675236735, 14.11281228286711, 13.553455173835538, 7.353222409034098, 11.388939580541349]",1,5,0.29139348918158126
"[20.129447910447713, 16.62490932875591, 4.916123204894665, 16.866962604989276, 10.240868512460706, 8.724725509420434, 18.051281238065695, 4.445681690965613]",3,2,0.2914646412650768
"[9.880229382782868, 12.570558401706727, 33.89437474905871, 7.228462701571911, 20.056879569768736, 16.369495195111043]",0,2,0.2915005647967368
"[30.76069138970904, 26.55713049084548, 13.173124351920842, 22.84447248584706, 6.664581281677563]",3,4,0.29173714936103257
"[26.242383935161623, 22.842521696208962, 7.795362655746634, 16.416219735605985, 26.703511977276786]",4,2,0.29192275017533487
"[14.413018067022842, 27.895988982451396, 17.184912116381636, 31.35142009977119, 9.154660734372937]",3,4,0.2920014693190804
"[21.274308999799167, 16.26583691976895, 30.45910796037456, 4.75128318261269, 12.548137451311081, 14.701325486133564]",1,3,0.29210198073719407
"[11.42728785010291, 29.163483946448146, 25.182806655282505, 7.361370705139461, 26.86505084302698]",2,3,0.2923173260989673
"[30.52032792648468, 9.19737140684393, 12.058629328450769, 16.769805838775298, 31.453865499445314]",4,1,0.2924083021530732
"[5.005862572417391, 6.8061143096619245, 11.231519942498872, 26.552053029118966, 23.168348327630564, 5.687076014824049, 17.105297919840392, 4.443727884007847]",0,6,0.29264983257678917
"[15.878165852542363, 19.096369912257202, 3.4254422152048165, 4.648231723018081, 25.664200903293107, 31.28758939368443]",0,3,0.2927436182607842
"[21.03114060421108, 24.28004614610027, 10.073815266283889, 11.34129329109618, 6.256241665732734, 7.111410303046282, 19.906052723529577]",1,5,0.29289113621344903
"[22.59980405162936, 21.09841792159821, 28.187922345209653, 13.785091618445252, 6.0566696538150175, 8.272094409302515]",5,2,0.2934623668958809
"[12.804107166153141, 16.573394511499394, 3.7598614923893328, 13.954983910460317, 21.027012566266873, 13.705748517226564, 18.174891836004388]",0,2,0.2936449565439668
"[21.260379485190168, 19.729722913328622, 3.2619842187754466, 16.543519653201873, 23.249058354701738, 10.15837600170923, 5.796959373092914]",6,1,0.2938185902842415
"[28.35422691869976, 28.18641617649478, 20.769720352319442, 14.40700311786306, 8.28263343462296]",1,4,0.29385195275481724
"[10.063599729712898, 18.09207865914841, 17.019012591743785, 20.87023349612465, 22.678445324866676, 4.606018681887656, 6.670611516515932]",4,6,0.2941388362808837
"[4.872767262943636, 11.982237071005855, 13.733448734813972, 31.02379480497436, 16.561756761652813, 17.90050119727976, 3.925494167329605]",4,0,0.29421801884121795
"[6.18432993771523, 4.686953909476152, 20.94086978939127, 16.414942171549466, 18.206847974978924, 15.709616415502529, 17.856439801386426]",0,2,0.2953234512182601
"[11.269658971858302, 4.275969618039139, 18.761303418214915, 6.480961684166073, 8.700406011992394, 21.650827409561202, 5.543877218759169, 6.348244988551797, 12.348227327124077, 4.6205233517329205]",2,6,0.29549531262186973
"[23.13459670063362, 10.126419991536258, 19.737715544447894, 15.337899448711676, 27.13107763851263, 4.532290676157939]",3,5,0.29549617868557837
"[3.513892212307041, 18.27892874720062, 4.890393804649477, 15.87212761174029, 7.56438835261621, 5.214732073590848, 16.539558097253067, 13.270946531071573, 14.855032569570886]",2,6,0.2956786255046129
"[8.314595712925875, 6.053248639265217, 27.634672412277656, 29.932177788598654, 28.0653054469326]",0,4,0.29625887124754663
"[14.261123038767522, 6.278677023275303, 7.306785075298004, 8.956421773491522, 26.677661023675185, 28.615344116649858, 7.9039879488426115]",4,6,0.29627739635150885
"[4.666239581674365, 20.452967942920452, 10.17974822128172, 20.611697968915145, 6.109778846953756, 13.97889651341776, 20.055622341051524, 3.945048583785307]",3,4,0.2964228787054816
"[13.198068565686345, 14.069134447415886, 3.459121937309561, 4.170891891187318, 9.25488971380867, 15.956155264561412, 12.61535690656012, 12.449105951081863, 14.827275322388836]",3,1,0.2964568934056492
"[9.427349546499201, 9.557580108869653, 31.787458362126987, 4.542511543070536, 8.99254817067931, 35.69255226875432]",0,2,0.2965744992601035
"[17.994922249300732, 31.288309470083835, 4.715125737772051, 20.465492473371498, 9.640501945874199, 15.89564812359768]",5,2,0.29662997702951616
"[20.93488200541519, 22.513721284566756, 6.0773895380529, 12.736033908436008, 20.483570544587863, 17.254402718941268]",2,4,0.29669580920103106
"[19.416390773097234, 26.46674552163772, 4.111527486942312, 16.317948544896236, 13.846261355270615, 19.84112631815586]",2,4,0.2969413462195879
"[24.985782926627127, 15.59641341385014, 16.995682724607608, 11.246613377985, 7.569980860385551, 3.3410221567178695, 20.264504539826703]",3,5,0.2970691749089417
"[10.803926478805478, 16.644945453959693, 20.81430826702339, 8.325081677318035, 36.36152076630835, 7.050217356585047]",0,4,0.2971252645960869
"[7.668277808374459, 4.722308643599789, 22.967241565305226, 23.58302861554969, 17.766188603227622, 7.009461296902599, 16.283493467040625]",5,3,0.29722481413099106
"[23.444637853070844, 16.817711484280178, 5.1107022374203455, 17.43021356973141, 17.19320125223644, 20.003533603260774]",2,4,0.2972513473461238
"[33.40198638539355, 31.700048104172755, 6.135973888205458, 9.935543355224054, 18.82644826700418]",0,3,0.29745366759291886
"[20.40751662108519, 23.948234606834873, 22.46779811195961, 27.099500862553604, 6.076949797566716]",4,0,0.2977799754080792
"[5.961104230845448, 12.342879176256828, 13.4258232270897, 14.646684633917946, 14.971579030438784, 11.42218107992056, 3.9034349425268116, 3.6758838536644447, 10.352546819918546, 9.297883005420953]",1,7,0.2978141324380374
"[15.636718113440637, 6.954829360403654, 15.48449998015972, 20.71515386112003, 17.884278920024045, 23.32451976485193]",5,1,0.2981767440667306
"[10.84085955383043, 34.23217349409461, 27.986274743592617, 18.579723590456524, 8.360968618025822]",4,2,0.2987524668655675
"[26.386767087538388, 10.933112982827794, 5.271791238131438, 13.921371801701074, 5.575415307863896, 3.266459196830126, 6.445998152207269, 28.199084232900024]",5,1,0.29876753326894395
"[17.03129484139953, 13.523539475843334, 10.88114612852618, 12.308070341672758, 3.0598114419946727, 21.205831996011693, 12.87033122990967, 4.040505729112714, 5.079468815529463]",7,1,0.29877575588329813
"[32.84649471993323, 7.049348691890415, 21.647662986463146, 6.733064454140196, 6.473300988129671, 3.0296585783423695, 22.22046958110098]",2,4,0.29903001502645327
"[24.885585619062525, 33.08277939029027, 25.135032323447927, 9.446290813876264, 7.450311853323009]",4,0,0.29938262122375053
"[21.796714192441588, 23.565727372598275, 19.033521266517113, 7.055389242369444, 19.522897437907794, 9.025750488165793]",3,1,0.2993919572613447
"[3.9510221896516224, 18.926076197103377, 3.4152917359599186, 18.44209079613341, 12.317489807612324, 11.665544401758986, 5.497880744644425, 4.491130247481417, 8.106290983403108, 13.18718289625142]",9,0,0.2996107827377398
"[4.82103902185056, 14.780727618442054, 6.554428133311635, 8.361620346541976, 13.649553717421886, 18.776303254673547, 21.866340064084437, 11.189987843673917]",6,2,0.2997496661124974
"[20.2346351272902, 9.429444772412948, 31.420771045108832, 14.122737854918846, 24.792411200269175]",1,2,0.3001022718021682
"[14.915446697713882, 14.259671522792596, 16.648294172821906, 10.535083977197349, 3.853586487104632, 16.263692733901173, 4.279403481942796, 6.948775749147833, 12.296045177377835]",6,1,0.3001053337801377
"[10.559809573195091, 35.13514545413213, 13.522569928098411, 26.859230009705392, 4.31743756376639, 9.6058074711026]",1,0,0.3005483380446113
"[20.075212773564687, 4.4031875731930015, 16.94242633651176, 3.6705090973462555, 13.804419980234682, 6.035986157130505, 10.291043439705806, 24.77721464231329]",5,0,0.3006686018829536
"[5.947163993293537, 28.74425991136685, 17.785714917345913, 18.053193741962456, 20.822837531064053, 8.646829904967184]",1,5,0.30081936120915104
"[33.40487904056297, 30.43529135175343, 10.052995284865052, 12.758454023883893, 13.348380298934654]",2,0,0.30094392117564245
"[15.944351599958765, 8.9354997408216, 3.317188408648559, 16.987730464191905, 10.856095554903849, 7.360667345632803, 15.70209318865405, 16.061726899726295, 4.834646797462166]",8,7,0.30100417144712827
"[5.980040576195513, 33.93423245062339, 19.848213337183246, 7.714991889499684, 32.52252174649817]",2,0,0.3012886084306956
"[13.840347368358392, 20.3035291606636, 28.234854271659326, 8.523267182424458, 29.09800201689423]",2,3,0.30187041521158725
"[3.3854866034326956, 9.798028334725432, 11.20088835276609, 30.556837510563394, 9.679883522998932, 35.378875675513456]",2,0,0.30225161583693855
"[8.890437644756028, 4.770258586724616, 15.778608624861866, 11.997617451295696, 20.970160393605315, 20.46680601517823, 17.126111283578236]",1,2,0.30232441276274935
"[5.641507376238396, 15.830081910830952, 17.221952996056828, 16.67986091228606, 12.170004633550228, 18.651722131093532, 13.80487003994399]",5,0,0.3024657635679478
"[31.207145334898915, 17.73900403828328, 5.902773963448263, 19.503562945725964, 25.64751371764358]",3,2,0.30265105816175014
"[13.815832254350196, 5.256666547509255, 3.4811467634493005, 16.610547163508233, 11.501305249106954, 9.83644072641639, 14.026880289696956, 5.590819605646298, 9.194242538724769, 10.686118861591666]",4,2,0.3026740607305942
"[3.956640476951198, 5.199975189536975, 11.405133183470559, 30.52708235293955, 17.179615961676838, 26.788016180455603, 4.94353665496927]",4,1,0.30268285397861855
"[17.067255447792082, 10.432076162010594, 34.44594799894107, 15.127371555058014, 22.927348836198227]",1,2,0.30285350724942434
"[12.379673521940957, 16.567724672472398, 5.979513315150616, 21.22498744653666, 5.017733550755071, 12.673291376210539, 21.505405715539894, 4.651670401393871]",4,1,0.30286195901674623
"[15.226737415256354, 35.30015750679569, 31.369900503181526, 13.89151799263375, 4.211686582132667]",4,3,0.3031840425478336
"[7.590225928730506, 7.883939886975833, 15.235308841713344, 29.121662107241317, 14.229651256812286, 4.3174848970022754, 16.957008020837993, 4.6647190606864335]",5,4,0.303414666957163
"[3.241380869192594, 7.552462412014187, 24.874641775848414, 35.51848107516785, 28.813033867776966]",1,2,0.30362095181395193
"[23.029575264108118, 7.90450095776179, 16.639905562075374, 18.14691941857984, 8.250014467250363, 26.02908433022451]",5,1,0.303679563117909
"[6.9240260137190655, 20.43900662692521, 15.324304285680032, 8.43246809529668, 8.10360802183032, 13.211039254078756, 4.779998871994351, 22.785548830475598]",7,0,0.3038779563851542
"[21.58686638311265, 8.303983681581565, 21.852351177313803, 18.041731400448466, 16.37997992779409, 7.2722452521299985, 6.5628421776194275]",0,6,0.30402014174477504
"[22.106170680244297, 10.81642392683345, 31.40269186878581, 27.353624406121895, 8.321089118014541]",4,3,0.30420426172672876
"[19.964299875116932, 10.717087202590568, 23.761584284358456, 7.230499074586693, 12.262253174572878, 26.064276388774466]",3,2,0.3042936442308822
"[18.7464484541507, 9.347690792395012, 5.705928818811894, 11.043666672707225, 23.038689423776518, 21.417282945796682, 10.700292892361986]",2,0,0.3043738568810632
"[10.53932645976542, 6.251422399737655, 28.41324442828181, 8.4951148806654, 5.298452265491171, 4.373891757488702, 8.723274824378223, 27.905272984191626]",3,7,0.3044268689103272
"[15.874050706373163, 6.368245249766007, 20.915775373951664, 23.835956206667966, 22.79745570145681, 10.208516761784383]",2,1,0.3044709142218542
"[38.42776068735486, 11.700776872274412, 10.399929601433865, 26.654626599034295, 12.816906239902591]",0,1,0.3044876064330415
"[13.488976425964239, 3.77042747293943, 5.386504637898158, 22.71999473059103, 6.938081793176298, 23.472125301594534, 7.865365328398399, 16.3585243094379]",4,3,0.30537338918633694
